"","id","scenario_id","t_id","p_desc","p_id","task_phase_time","task_deactive_time_map","task_perc_inactive","task_perc_active"
"33","12","1",1,"navigating",2,42.6119999885559,14.2200000286102,0.333708815179509,0.666291184820491
"34","12","1",1,"planning",1,14.5140001773834,0,0,1
"35","12","1",2,"navigating",5,92.4110000133514,18.6840002536774,0.202183725432881,0.79781627456712
"36","12","1",2,"planning",4,16.3479998111725,0,0,1
"37","12","1",3,"navigating",8,92.9739999771118,37.664999961853,0.405113257159263,0.594886742840737
"38","12","1",3,"planning",7,17.7649998664856,0,0,1
"39","12","1",4,"navigating",11,90.210000038147,6.82699990272522,0.075678970178897,0.924321029821103
"40","12","1",4,"planning",10,15.8440001010895,0,0,1
"41","12","2",1,"navigating",2,122.253000020981,31.4619998931885,0.257351556917123,0.742648443082877
"42","12","2",1,"planning",1,13.9649999141693,0,0,1
"43","12","2",2,"navigating",5,86.1439998149872,16.9869999885559,0.197193072356045,0.802806927643955
"44","12","2",2,"planning",4,11.1029999256134,0,0,1
